           lng            lat            alt
 -50.335312924  -12.792494000         15.000
 -50.335460486  -12.792692000         14.900
 -50.335755608  -12.793088000         14.800
 -50.336050731  -12.793484000         14.700
 -50.336364299  -12.793898000         14.600
 -50.336659422  -12.794294000         14.500
 -50.336954545  -12.794690000         14.400
 -50.337268113  -12.795086000         14.300
 -50.337563236  -12.795482000         14.200
 -50.337858359  -12.795896000         14.100
 -50.338171927  -12.796292000         14.000
 -50.338467050  -12.796688000         13.900
 -50.338762172  -12.797084000         13.800
 -50.339057295  -12.797498000         13.700
 -50.339370863  -12.797894000         13.600
 -50.339665986  -12.798290000         13.500
 -50.339961109  -12.798686000         13.400
 -50.340274677  -12.799082000         13.300
 -50.340569800  -12.799496000         13.200
 -50.340864923  -12.799892000         13.100
 -50.341012484  -12.800090000         13.000
