           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330148274  -12.793970000         14.900
 -50.330424952  -12.793898000         14.800
 -50.330701630  -12.793826000         14.700
 -50.330996752  -12.793736000         14.600
 -50.331273430  -12.793664000         14.500
 -50.331550108  -12.793574000         14.400
 -50.331826785  -12.793502000         14.300
 -50.332103463  -12.793412000         14.200
 -50.332380141  -12.793340000         14.100
 -50.332656818  -12.793250000         14.000
 -50.332933496  -12.793178000         13.900
 -50.333210174  -12.793088000         13.800
 -50.333486851  -12.793016000         13.700
 -50.333781974  -12.792926000         13.600
 -50.334058652  -12.792854000         13.500
 -50.334335330  -12.792764000         13.400
 -50.334612007  -12.792692000         13.300
 -50.334888685  -12.792620000         13.200
 -50.335165363  -12.792530000         13.100
 -50.335312924  -12.792494000         13.000
