           lng            lat            alt
 -50.336290519  -12.820466000         15.000
 -50.336419635  -12.819926000         14.900
 -50.336677867  -12.818864000         14.800
 -50.336917655  -12.817784000         14.700
 -50.337175887  -12.816722000         14.600
 -50.337415674  -12.815642000         14.500
 -50.337673907  -12.814562000         14.400
 -50.337913694  -12.813500000         14.300
 -50.338171927  -12.812420000         14.200
 -50.338411714  -12.811358000         14.100
 -50.338651501  -12.810278000         14.000
 -50.338909734  -12.809198000         13.900
 -50.339149521  -12.808136000         13.800
 -50.339407754  -12.807056000         13.700
 -50.339647541  -12.805994000         13.600
 -50.339905773  -12.804914000         13.500
 -50.340145561  -12.803852000         13.400
 -50.340403793  -12.802772000         13.300
 -50.340643581  -12.801692000         13.200
 -50.340901813  -12.800630000         13.100
 -50.341012484  -12.800090000         13.000
