           lng            lat            alt
 -50.330019158  -12.794024000         15.000
 -50.330166719  -12.794708000         14.900
 -50.330498733  -12.796058000         14.800
 -50.330830746  -12.797426000         14.700
 -50.331144314  -12.798794000         14.600
 -50.331476327  -12.800144000         14.500
 -50.331808340  -12.801512000         14.400
 -50.332121908  -12.802880000         14.300
 -50.332453921  -12.804248000         14.200
 -50.332785935  -12.805598000         14.100
 -50.333099503  -12.806966000         14.000
 -50.333431516  -12.808334000         13.900
 -50.333763529  -12.809684000         13.800
 -50.334077097  -12.811052000         13.700
 -50.334409110  -12.812420000         13.600
 -50.334722678  -12.813770000         13.500
 -50.335054692  -12.815138000         13.400
 -50.335386705  -12.816506000         13.300
 -50.335700273  -12.817874000         13.200
 -50.336032286  -12.819224000         13.100
 -50.336198293  -12.819908000         13.000
