           lng            lat            alt
 -50.358111164  -12.798020000         15.000
 -50.357557809  -12.797912000         14.900
 -50.356451098  -12.797714000         14.800
 -50.355325942  -12.797516000         14.700
 -50.354219232  -12.797318000         14.600
 -50.353094076  -12.797120000         14.500
 -50.351987365  -12.796904000         14.400
 -50.350880655  -12.796706000         14.300
 -50.349755499  -12.796508000         14.200
 -50.348648788  -12.796310000         14.100
 -50.347523632  -12.796094000         14.000
 -50.346416921  -12.795896000         13.900
 -50.345310211  -12.795698000         13.800
 -50.344185055  -12.795500000         13.700
 -50.343078344  -12.795302000         13.600
 -50.341953188  -12.795086000         13.500
 -50.340846478  -12.794888000         13.400
 -50.339721322  -12.794690000         13.300
 -50.338614611  -12.794492000         13.200
 -50.337507900  -12.794294000         13.100
 -50.336936100  -12.794186000         13.000
