           lng            lat            alt
 -50.341012484  -12.800090000         15.000
 -50.340735806  -12.799928000         14.900
 -50.340145561  -12.799604000         14.800
 -50.339573760  -12.799298000         14.700
 -50.339001960  -12.798974000         14.600
 -50.338411714  -12.798650000         14.500
 -50.337839914  -12.798326000         14.400
 -50.337249668  -12.798020000         14.300
 -50.336677867  -12.797696000         14.200
 -50.336087622  -12.797372000         14.100
 -50.335515821  -12.797048000         14.000
 -50.334944021  -12.796742000         13.900
 -50.334353775  -12.796418000         13.800
 -50.333781974  -12.796094000         13.700
 -50.333191729  -12.795770000         13.600
 -50.332619928  -12.795464000         13.500
 -50.332048128  -12.795140000         13.400
 -50.331457882  -12.794816000         13.300
 -50.330886081  -12.794492000         13.200
 -50.330295836  -12.794186000         13.100
 -50.330019158  -12.794024000         13.000
