           lng            lat            alt
 -50.333007277  -12.792224000         15.000
 -50.333210174  -12.792548000         14.900
 -50.333634413  -12.793196000         14.800
 -50.334040207  -12.793844000         14.700
 -50.334464446  -12.794492000         14.600
 -50.334888685  -12.795158000         14.500
 -50.335294479  -12.795806000         14.400
 -50.335718718  -12.796454000         14.300
 -50.336124512  -12.797102000         14.200
 -50.336548751  -12.797750000         14.100
 -50.336954545  -12.798398000         14.000
 -50.337378784  -12.799046000         13.900
 -50.337803023  -12.799694000         13.800
 -50.338208817  -12.800342000         13.700
 -50.338633056  -12.801008000         13.600
 -50.339038850  -12.801656000         13.500
 -50.339463089  -12.802304000         13.400
 -50.339868883  -12.802952000         13.300
 -50.340293122  -12.803600000         13.200
 -50.340717361  -12.804248000         13.100
 -50.340920258  -12.804572000         13.000
