           lng            lat            alt
 -50.341012484  -12.800090000         15.000
 -50.341399833  -12.800702000         14.900
 -50.342174530  -12.801944000         14.800
 -50.342949228  -12.803186000         14.700
 -50.343723925  -12.804428000         14.600
 -50.344498623  -12.805670000         14.500
 -50.345273320  -12.806912000         14.400
 -50.346066463  -12.808154000         14.300
 -50.346841160  -12.809378000         14.200
 -50.347615858  -12.810620000         14.100
 -50.348390555  -12.811862000         14.000
 -50.349165253  -12.813104000         13.900
 -50.349939950  -12.814346000         13.800
 -50.350714648  -12.815588000         13.700
 -50.351489345  -12.816830000         13.600
 -50.352264043  -12.818054000         13.500
 -50.353038740  -12.819296000         13.400
 -50.353813438  -12.820538000         13.300
 -50.354588135  -12.821780000         13.200
 -50.355362833  -12.823022000         13.100
 -50.355750182  -12.823634000         13.000
